Test Suite,Change Request,Stage,Status,Launch Time,Execution Time,Size,Shard_number,Run_number,Language
3718,24,post,PASSED,1:01:04:15,82,SMALL,0,0,SH
3719,24,post,PASSED,1:01:04:15,87,SMALL,0,0,SH
3720,24,post,PASSED,1:01:04:15,82,SMALL,0,0,SH
3721,24,post,PASSED,1:01:04:15,130,SMALL,0,0,SH
3722,24,post,PASSED,1:01:04:15,145,SMALL,0,0,SH
3723,24,post,PASSED,1:01:04:15,132,SMALL,0,0,SH
3724,14,post,PASSED,1:01:04:15,188327,LARGE,0,0,CC
3725,24,post,PASSED,1:01:04:15,117,SMALL,0,0,SH
3726,24,post,PASSED,1:01:04:15,146,SMALL,0,0,SH
3727,24,post,PASSED,1:01:04:15,83,SMALL,0,0,SH
3728,24,post,PASSED,1:01:04:15,286,SMALL,0,0,SH
3729,24,post,PASSED,1:01:04:15,91,SMALL,0,0,SH
3730,24,post,PASSED,1:01:04:15,148,SMALL,0,0,SH
3731,24,post,PASSED,1:01:04:15,255,SMALL,0,0,SH
3732,24,post,PASSED,1:01:04:15,99,SMALL,0,0,SH
3733,24,post,PASSED,1:01:04:15,82,SMALL,0,0,SH
3734,24,post,PASSED,1:01:04:15,221,SMALL,0,0,SH
3735,24,post,PASSED,1:01:04:15,328,SMALL,0,0,SH
3736,24,post,PASSED,1:01:04:15,132,SMALL,0,0,SH
3737,24,post,PASSED,1:01:04:15,108,SMALL,0,0,SH
3738,24,post,PASSED,1:01:04:15,144,SMALL,0,0,SH
3739,24,post,PASSED,1:01:04:15,103,SMALL,0,0,SH
3740,24,post,PASSED,1:01:04:15,193,SMALL,0,0,SH
3741,14,post,PASSED,1:01:04:15,3998,SMALL,0,0,CC
3742,14,post,PASSED,1:01:04:15,26006,MEDIUM,0,0,CC
3743,24,post,PASSED,1:01:04:15,181,SMALL,0,0,SH
3744,24,post,PASSED,1:01:04:15,184,SMALL,0,0,SH
3745,14,post,PASSED,1:01:04:15,8199,MEDIUM,0,0,CC
3746,24,post,PASSED,1:01:04:15,166,SMALL,0,0,SH
3747,24,post,PASSED,1:01:04:15,88,SMALL,0,0,SH
3748,24,post,PASSED,1:01:04:15,122,SMALL,0,0,SH
3749,24,post,PASSED,1:01:04:15,139,SMALL,0,0,SH
3750,24,post,PASSED,1:01:04:15,89,SMALL,0,0,SH
3751,24,post,PASSED,1:01:04:15,103,SMALL,0,0,SH
3752,24,post,PASSED,1:01:04:15,1810,SMALL,0,0,SH
3753,24,post,PASSED,1:01:04:15,134,SMALL,0,0,SH
3754,14,post,PASSED,1:01:04:15,1064,SMALL,0,0,JAVA
3755,14,post,PASSED,1:01:04:15,1099,SMALL,0,0,JAVA
3756,14,post,PASSED,1:01:04:15,940,SMALL,0,0,JAVA
3757,14,post,PASSED,1:01:04:15,1290,SMALL,0,0,JAVA
3758,14,post,PASSED,1:01:04:15,1291,SMALL,0,0,JAVA
3759,24,post,PASSED,1:01:04:15,86,SMALL,0,0,SH
3760,27,post,PASSED,1:01:04:15,206,SMALL,0,0,CC
3761,27,post,PASSED,1:01:04:15,247,MEDIUM,0,0,CC
3762,24,post,PASSED,1:01:04:15,2841,SMALL,0,0,CC
3763,24,post,PASSED,1:01:04:15,127,SMALL,0,0,SH
3764,24,post,PASSED,1:01:04:15,109,SMALL,0,0,SH
3765,24,post,PASSED,1:01:04:15,155,SMALL,0,0,SH
3766,24,post,PASSED,1:01:04:15,372,SMALL,0,0,SH
3767,24,post,PASSED,1:01:04:15,98,SMALL,0,0,SH
3768,24,post,PASSED,1:01:04:15,234,SMALL,0,0,SH
3769,24,post,PASSED,1:01:04:15,245,SMALL,0,0,SH
3770,14,post,PASSED,1:01:04:15,23714,LARGE,0,0,CC
3771,24,post,PASSED,1:01:04:15,112,SMALL,0,0,SH
3772,24,post,PASSED,1:01:04:15,87,SMALL,0,0,SH
3773,24,post,PASSED,1:01:04:15,164,SMALL,0,0,SH
3774,24,post,PASSED,1:01:04:15,134,SMALL,0,0,SH
3775,24,post,PASSED,1:01:04:15,127,SMALL,0,0,SH
3776,24,post,PASSED,1:01:04:15,114,SMALL,0,0,SH
3777,24,post,PASSED,1:01:04:15,163,SMALL,0,0,SH
3778,24,post,PASSED,1:01:04:15,117,SMALL,0,0,SH
3779,24,post,PASSED,1:01:04:15,361,SMALL,0,0,SH
3780,24,post,PASSED,1:01:04:15,133,SMALL,0,0,SH
3781,13,post,PASSED,1:01:04:15,1227,MEDIUM,0,5,CC
3782,13,post,PASSED,1:01:04:15,1240,MEDIUM,0,6,CC
3783,13,post,PASSED,1:01:04:15,1308,MEDIUM,0,7,CC
3784,13,post,PASSED,1:01:04:15,1726,MEDIUM,0,7,PY
3785,13,post,PASSED,1:01:04:15,1543,MEDIUM,0,8,PY
3786,13,post,PASSED,1:01:04:15,1780,MEDIUM,0,6,PY
3787,13,post,PASSED,1:01:04:15,1337,MEDIUM,0,8,CC
3788,13,post,PASSED,1:01:04:15,2606,MEDIUM,0,9,PY
3789,13,post,PASSED,1:01:04:15,981,MEDIUM,0,2,CC
3790,13,post,PASSED,1:01:04:15,3498,MEDIUM,0,4,PY
3791,13,post,PASSED,1:01:04:15,2012,MEDIUM,0,3,PY
3792,13,post,PASSED,1:01:04:15,1546,MEDIUM,0,5,PY
3793,13,post,PASSED,1:01:04:15,1379,MEDIUM,0,9,CC
3794,13,post,PASSED,1:01:04:15,1556,MEDIUM,0,1,PY
3795,13,post,PASSED,1:01:04:15,1680,MEDIUM,0,10,PY
3796,13,post,PASSED,1:01:04:15,1083,MEDIUM,0,1,CC
3797,13,post,PASSED,1:01:04:15,1620,MEDIUM,0,2,PY
3798,13,post,PASSED,1:01:04:15,1235,MEDIUM,0,3,CC
3799,13,post,PASSED,1:01:04:15,1060,MEDIUM,0,10,CC
3800,13,post,PASSED,1:01:04:15,1139,MEDIUM,0,4,CC
3801,14,post,PASSED,1:01:04:16,1662,SMALL,0,0,CC
3802,24,post,PASSED,1:01:04:16,120,SMALL,0,0,SH
3803,24,post,PASSED,1:01:04:16,135,SMALL,0,0,SH
3804,24,post,PASSED,1:01:04:16,109,SMALL,0,0,SH
3805,24,post,PASSED,1:01:04:16,107,SMALL,0,0,SH
3806,24,post,PASSED,1:01:04:16,394,SMALL,0,0,SH
3807,24,post,PASSED,1:01:04:16,89,SMALL,0,0,SH
3808,24,post,PASSED,1:01:04:16,81,SMALL,0,0,SH
3809,24,post,PASSED,1:01:04:16,183,SMALL,0,0,SH
3810,24,post,PASSED,1:01:04:16,164,SMALL,0,0,SH
3811,13,post,PASSED,1:01:04:16,1125,SMALL,0,4,CC
3812,24,post,PASSED,1:01:04:16,336,SMALL,0,0,SH
3813,24,post,PASSED,1:01:04:16,151,SMALL,0,0,SH
3814,24,post,PASSED,1:01:04:16,126,SMALL,0,0,SH
3815,24,post,PASSED,1:01:04:16,414,SMALL,0,0,SH
3816,24,post,PASSED,1:01:04:16,130,SMALL,0,0,SH
3817,13,post,PASSED,1:01:04:16,936,SMALL,0,1,CC
3818,24,post,PASSED,1:01:04:16,101,SMALL,0,0,SH
3819,24,post,PASSED,1:01:04:16,91,SMALL,0,0,SH
3820,24,post,PASSED,1:01:04:16,168,SMALL,0,0,SH
3821,24,post,PASSED,1:01:04:16,127,SMALL,0,0,SH
3822,24,post,PASSED,1:01:04:16,132,SMALL,0,0,SH
3823,24,post,PASSED,1:01:04:16,75,SMALL,0,0,SH
3824,24,post,PASSED,1:01:04:16,112,SMALL,0,0,SH
3825,24,post,PASSED,1:01:04:16,120,SMALL,0,0,SH
3826,24,post,PASSED,1:01:04:16,145,SMALL,0,0,SH
3827,24,post,PASSED,1:01:04:16,138,SMALL,0,0,SH
3828,24,post,PASSED,1:01:04:16,105,SMALL,0,0,SH
3829,24,post,PASSED,1:01:04:16,116,SMALL,0,0,SH
3830,24,post,PASSED,1:01:04:16,153,SMALL,0,0,SH
3831,24,post,PASSED,1:01:04:16,190,SMALL,0,0,SH
3832,24,post,PASSED,1:01:04:16,72,SMALL,0,0,SH
3833,13,post,PASSED,1:01:04:16,1167,SMALL,0,10,CC
3834,13,post,PASSED,1:01:04:16,1244,SMALL,0,8,CC
3835,24,post,PASSED,1:01:04:16,113,SMALL,0,0,SH
3836,13,post,PASSED,1:01:04:16,1185,SMALL,0,7,CC
3837,13,post,PASSED,1:01:04:16,1494,SMALL,0,6,CC
3838,24,post,PASSED,1:01:04:16,173,SMALL,0,0,SH
3839,24,post,PASSED,1:01:04:16,165,SMALL,0,0,SH
3840,24,post,PASSED,1:01:04:16,205,SMALL,0,0,SH
3841,13,post,PASSED,1:01:04:16,942,SMALL,0,5,CC
3842,24,post,PASSED,1:01:04:16,132,SMALL,0,0,SH
3843,24,post,PASSED,1:01:04:16,134,SMALL,0,0,SH
3844,24,post,PASSED,1:01:04:16,125,SMALL,0,0,SH
3845,13,post,PASSED,1:01:04:16,1254,SMALL,0,3,CC
3846,13,post,PASSED,1:01:04:16,899,SMALL,0,2,CC
3847,27,post,PASSED,1:01:04:16,260,SMALL,0,0,CC
3848,24,post,PASSED,1:01:04:16,125,SMALL,0,0,SH
3849,24,post,PASSED,1:01:04:16,200,SMALL,0,0,SH
3850,14,post,PASSED,1:01:04:16,56225,MEDIUM,30,0,CC
3851,14,post,PASSED,1:01:04:16,50779,MEDIUM,29,0,CC
3852,14,post,PASSED,1:01:04:16,58718,MEDIUM,28,0,CC
3853,14,post,PASSED,1:01:04:16,61631,MEDIUM,27,0,CC
3854,14,post,PASSED,1:01:04:16,50349,MEDIUM,26,0,CC
3855,14,post,PASSED,1:01:04:16,57005,MEDIUM,24,0,CC
3856,14,post,PASSED,1:01:04:16,59032,MEDIUM,23,0,CC
3857,24,post,PASSED,1:01:04:16,496,SMALL,0,0,SH
3858,24,post,PASSED,1:01:04:16,355,SMALL,0,0,SH
3859,14,post,PASSED,1:01:04:16,91504,MEDIUM,22,0,CC
3860,11,post,PASSED,1:01:04:16,21351,SMALL,0,0,CC
3861,14,post,PASSED,1:01:04:16,68936,MEDIUM,21,0,CC
3862,24,post,PASSED,1:01:04:16,90,SMALL,0,0,SH
3863,14,post,PASSED,1:01:04:16,96748,MEDIUM,20,0,CC
3864,14,post,PASSED,1:01:04:16,78630,MEDIUM,19,0,CC
3865,14,post,PASSED,1:01:04:16,63994,MEDIUM,18,0,CC
3866,14,post,PASSED,1:01:04:16,70601,MEDIUM,17,0,CC
3867,14,post,PASSED,1:01:04:16,53202,MEDIUM,16,0,CC
3868,14,post,PASSED,1:01:04:16,51556,MEDIUM,15,0,CC
3869,14,post,PASSED,1:01:04:16,49855,MEDIUM,14,0,CC
3870,14,post,PASSED,1:01:04:16,49887,MEDIUM,13,0,CC
3871,14,post,PASSED,1:01:04:16,50647,MEDIUM,12,0,CC
3872,14,post,PASSED,1:01:04:16,42964,MEDIUM,11,0,CC
3873,14,post,PASSED,1:01:04:16,43498,MEDIUM,10,0,CC
3874,14,post,PASSED,1:01:04:16,45934,MEDIUM,9,0,CC
3875,14,post,PASSED,1:01:04:16,66694,MEDIUM,8,0,CC
3876,24,post,PASSED,1:01:04:16,269,SMALL,0,0,SH
3877,14,post,PASSED,1:01:04:16,70427,MEDIUM,4,0,CC
3878,24,post,PASSED,1:01:04:16,101,SMALL,0,0,SH
3879,24,post,PASSED,1:01:04:16,95,SMALL,0,0,SH
3880,24,post,PASSED,1:01:04:16,178,SMALL,0,0,SH
3881,24,post,PASSED,1:01:04:16,315,SMALL,0,0,SH
3882,14,post,PASSED,1:01:04:16,81101,MEDIUM,5,0,CC
3883,24,post,PASSED,1:01:04:16,126,SMALL,0,0,SH
3884,24,post,PASSED,1:01:04:16,206,SMALL,0,0,SH
3885,24,post,PASSED,1:01:04:16,133,SMALL,0,0,SH
3886,24,post,PASSED,1:01:04:16,149,SMALL,0,0,SH
3887,14,post,PASSED,1:01:04:16,70352,MEDIUM,3,0,CC
3888,14,post,PASSED,1:01:04:16,68632,MEDIUM,2,0,CC
3889,14,post,PASSED,1:01:04:16,59542,MEDIUM,1,0,CC
3890,14,post,PASSED,1:01:04:16,51336,MEDIUM,25,0,CC
3891,24,post,PASSED,1:01:04:16,137,SMALL,0,0,SH
3892,13,post,PASSED,1:01:04:16,907,SMALL,0,9,CC
3893,24,post,PASSED,1:01:04:16,634,SMALL,0,0,SH
3894,14,post,PASSED,1:01:04:16,73888,MEDIUM,6,0,CC
3895,24,post,PASSED,1:01:04:16,560,SMALL,0,0,SH
3896,24,post,PASSED,1:01:04:16,94,SMALL,0,0,SH
3897,24,post,PASSED,1:01:04:16,109,SMALL,0,0,SH
3898,24,post,PASSED,1:01:04:16,98,SMALL,0,0,SH
3899,24,post,PASSED,1:01:04:16,234,SMALL,0,0,SH
3900,14,post,PASSED,1:01:04:16,57510,MEDIUM,7,0,CC
3901,24,post,PASSED,1:01:04:16,157,SMALL,0,0,SH
3902,24,post,PASSED,1:01:04:17,98,SMALL,0,0,SH
3903,14,post,PASSED,1:01:04:17,996,SMALL,0,0,CC
3904,24,post,PASSED,1:01:04:17,138,SMALL,0,0,SH
3905,24,post,PASSED,1:01:04:17,80,SMALL,0,0,SH
3906,24,post,PASSED,1:01:04:17,80,SMALL,0,0,SH
3907,24,post,PASSED,1:01:04:17,80,SMALL,0,0,SH
3908,24,post,PASSED,1:01:04:17,117,SMALL,0,0,SH
3909,24,post,PASSED,1:01:04:17,99,SMALL,0,0,SH
3910,24,post,PASSED,1:01:04:17,281,SMALL,0,0,SH
3911,24,post,PASSED,1:01:04:17,124,SMALL,0,0,SH
3912,24,post,PASSED,1:01:04:17,171,SMALL,0,0,SH
3913,24,post,PASSED,1:01:04:17,102,SMALL,0,0,SH
3914,24,post,PASSED,1:01:04:17,80,SMALL,0,0,SH
3915,24,post,PASSED,1:01:04:17,79,SMALL,0,0,SH
3916,24,post,PASSED,1:01:04:17,107,SMALL,0,0,SH
3917,24,post,PASSED,1:01:04:17,127,SMALL,0,0,SH
3918,24,post,PASSED,1:01:04:17,113,SMALL,0,0,SH
3919,24,post,PASSED,1:01:04:17,164,SMALL,0,0,SH
3920,24,post,PASSED,1:01:04:17,84,SMALL,0,0,SH
3921,24,post,PASSED,1:01:04:17,101,SMALL,0,0,SH
3922,24,post,PASSED,1:01:04:17,188,SMALL,0,0,SH
3923,24,post,PASSED,1:01:04:17,94,SMALL,0,0,SH
3924,24,post,PASSED,1:01:04:17,152,SMALL,0,0,SH
3925,24,post,PASSED,1:01:04:17,151,SMALL,0,0,SH
3926,24,post,PASSED,1:01:04:17,81,SMALL,0,0,SH
3927,24,post,PASSED,1:01:04:17,105,SMALL,0,0,SH
3928,24,post,PASSED,1:01:04:17,113,SMALL,0,0,SH
3929,24,post,PASSED,1:01:04:17,88,SMALL,0,0,SH
3930,24,post,PASSED,1:01:04:17,161,SMALL,0,0,SH
3931,24,post,PASSED,1:01:04:17,99,SMALL,0,0,SH
3932,24,post,PASSED,1:01:04:17,141,SMALL,0,0,SH
3933,24,post,PASSED,1:01:04:17,98,SMALL,0,0,SH
3934,24,post,PASSED,1:01:04:17,98,SMALL,0,0,SH
3935,24,post,PASSED,1:01:04:17,119,SMALL,0,0,SH
3936,24,post,PASSED,1:01:04:17,130,SMALL,0,0,SH
3937,24,post,PASSED,1:01:04:17,131,SMALL,0,0,SH
3938,24,post,PASSED,1:01:04:17,137,SMALL,0,0,SH
3939,24,post,PASSED,1:01:04:17,73,SMALL,0,0,SH
3940,24,post,PASSED,1:01:04:17,173,SMALL,0,0,SH
3941,24,post,PASSED,1:01:04:17,117,SMALL,0,0,SH
3942,24,post,PASSED,1:01:04:17,79,SMALL,0,0,SH
3943,24,post,PASSED,1:01:04:17,183,SMALL,0,0,SH
3944,24,post,PASSED,1:01:04:17,85,SMALL,0,0,SH
3945,24,post,PASSED,1:01:04:17,83,SMALL,0,0,SH
3946,24,post,PASSED,1:01:04:17,97,SMALL,0,0,SH
3947,11,post,PASSED,1:01:04:17,11004,SMALL,0,0,CC
3948,24,post,PASSED,1:01:04:17,99,SMALL,0,0,SH
3949,24,post,PASSED,1:01:04:17,102,SMALL,0,0,SH
3950,24,post,PASSED,1:01:04:17,118,SMALL,0,0,SH
3951,24,post,PASSED,1:01:04:17,90,SMALL,0,0,SH
3952,24,post,PASSED,1:01:04:17,75,SMALL,0,0,SH
3953,24,post,PASSED,1:01:04:17,90,SMALL,0,0,SH
3954,24,post,PASSED,1:01:04:17,121,SMALL,0,0,SH
3955,24,post,PASSED,1:01:04:17,111,SMALL,0,0,SH
3956,24,post,PASSED,1:01:04:17,409,SMALL,0,0,SH
3957,24,post,PASSED,1:01:04:17,105,SMALL,0,0,SH
3958,24,post,PASSED,1:01:04:17,90,SMALL,0,0,SH
3959,24,post,PASSED,1:01:04:17,101,SMALL,0,0,SH
3960,24,post,PASSED,1:01:04:17,676,SMALL,0,0,SH
3961,24,post,PASSED,1:01:04:17,182,SMALL,0,0,SH
3962,24,post,PASSED,1:01:04:17,186,SMALL,0,0,SH
3963,11,post,PASSED,1:01:04:17,2862,SMALL,0,0,CC
3964,24,post,PASSED,1:01:04:17,90,SMALL,0,0,SH
3965,24,post,PASSED,1:01:04:17,105,SMALL,0,0,SH
3966,24,post,PASSED,1:01:04:17,115,SMALL,0,0,SH
3967,24,post,PASSED,1:01:04:17,217,SMALL,0,0,SH
3968,14,post,PASSED,1:01:04:17,679,SMALL,0,0,CC
3969,24,post,PASSED,1:01:04:17,121,SMALL,0,0,SH
3970,24,post,PASSED,1:01:04:17,199,SMALL,0,0,SH
3971,24,post,PASSED,1:01:04:17,104,SMALL,0,0,SH
3972,24,post,PASSED,1:01:04:17,93,SMALL,0,0,SH
3973,24,post,PASSED,1:01:04:17,110,SMALL,0,0,SH
3974,24,post,PASSED,1:01:04:18,115,SMALL,0,0,SH
3975,13,post,PASSED,1:01:04:18,1254,SMALL,0,8,CC
3976,13,post,PASSED,1:01:04:18,1162,SMALL,0,7,CC
3977,24,post,PASSED,1:01:04:18,202,SMALL,0,0,SH
3978,24,post,PASSED,1:01:04:18,172,SMALL,0,0,SH
3979,24,post,PASSED,1:01:04:18,199,SMALL,0,0,SH
3980,24,post,PASSED,1:01:04:18,104,SMALL,0,0,SH
3981,24,post,PASSED,1:01:04:18,109,SMALL,0,0,SH
3982,24,post,PASSED,1:01:04:18,119,SMALL,0,0,SH
3983,24,post,PASSED,1:01:04:18,88,SMALL,0,0,SH
3984,24,post,PASSED,1:01:04:18,124,SMALL,0,0,SH
3985,24,post,PASSED,1:01:04:18,116,SMALL,0,0,SH
3986,24,post,PASSED,1:01:04:18,119,SMALL,0,0,SH
3987,24,post,PASSED,1:01:04:18,91,SMALL,0,0,SH
3988,24,post,PASSED,1:01:04:18,123,SMALL,0,0,SH
3989,24,post,PASSED,1:01:04:18,108,SMALL,0,0,SH
3990,24,post,PASSED,1:01:04:18,161,SMALL,0,0,SH
3991,24,post,PASSED,1:01:04:18,131,SMALL,0,0,SH
3992,24,post,PASSED,1:01:04:18,105,SMALL,0,0,SH
3993,24,post,PASSED,1:01:04:18,145,SMALL,0,0,SH
3994,24,post,PASSED,1:01:04:18,93,SMALL,0,0,SH
3995,24,post,PASSED,1:01:04:18,134,SMALL,0,0,SH
3996,24,post,PASSED,1:01:04:18,144,SMALL,0,0,SH
3997,24,post,PASSED,1:01:04:18,132,SMALL,0,0,SH
3998,24,post,PASSED,1:01:04:18,88,SMALL,0,0,SH
3999,24,post,PASSED,1:01:04:18,123,SMALL,0,0,SH
4000,24,post,PASSED,1:01:04:18,150,SMALL,0,0,SH
4001,24,post,PASSED,1:01:04:18,95,SMALL,0,0,SH
4002,24,post,PASSED,1:01:04:18,106,SMALL,0,0,SH
4003,24,post,PASSED,1:01:04:18,176,SMALL,0,0,SH
4004,24,post,PASSED,1:01:04:18,111,SMALL,0,0,SH
4005,13,post,PASSED,1:01:04:18,1112,SMALL,0,4,CC
4006,24,post,PASSED,1:01:04:18,105,SMALL,0,0,SH
4007,24,post,PASSED,1:01:04:18,167,SMALL,0,0,SH
4008,24,post,PASSED,1:01:04:18,123,SMALL,0,0,SH
4009,13,post,PASSED,1:01:04:18,1170,SMALL,0,9,CC
4010,13,post,PASSED,1:01:04:18,1549,SMALL,0,10,CC
4011,13,post,PASSED,1:01:04:18,5326,SMALL,0,1,CC
4012,13,post,PASSED,1:01:04:18,3892,SMALL,0,2,CC
4013,13,post,PASSED,1:01:04:18,3710,SMALL,0,3,CC
4014,13,post,PASSED,1:01:04:18,3685,SMALL,0,4,CC
4015,13,post,PASSED,1:01:04:18,3379,SMALL,0,5,CC
4016,13,post,PASSED,1:01:04:18,3703,SMALL,0,6,CC
4017,13,post,PASSED,1:01:04:18,3389,SMALL,0,7,CC
4018,13,post,PASSED,1:01:04:18,3534,SMALL,0,8,CC
4019,13,post,PASSED,1:01:04:18,3407,SMALL,0,10,CC
4020,24,post,PASSED,1:01:04:18,196,SMALL,0,0,SH
4021,13,post,PASSED,1:01:04:18,3377,SMALL,0,9,CC
4022,11,post,PASSED,1:01:04:18,265,SMALL,0,0,BORGCFG
4023,24,post,PASSED,1:01:04:18,470,SMALL,0,0,SH
4024,24,post,PASSED,1:01:04:18,103,SMALL,0,0,SH
4025,24,post,PASSED,1:01:04:18,189,SMALL,0,0,SH
4026,24,post,PASSED,1:01:04:18,161,SMALL,0,0,SH
4027,24,post,PASSED,1:01:04:18,107,SMALL,0,0,SH
4028,24,post,PASSED,1:01:04:18,104,SMALL,0,0,SH
4029,24,post,PASSED,1:01:04:18,126,SMALL,0,0,SH
4030,24,post,PASSED,1:01:04:18,86,SMALL,0,0,SH
4031,24,post,PASSED,1:01:04:18,166,SMALL,0,0,SH
4032,24,post,PASSED,1:01:04:18,145,SMALL,0,0,SH
4033,13,post,PASSED,1:01:04:18,1172,SMALL,0,3,CC
4034,13,post,PASSED,1:01:04:18,1238,SMALL,0,2,CC
4035,24,post,PASSED,1:01:04:18,111,SMALL,0,0,SH
4036,13,post,PASSED,1:01:04:18,1151,SMALL,0,1,CC
4037,24,post,PASSED,1:01:04:18,84,SMALL,0,0,SH
4038,24,post,PASSED,1:01:04:18,109,SMALL,0,0,SH
4039,24,post,PASSED,1:01:04:18,98,SMALL,0,0,SH
4040,24,post,PASSED,1:01:04:18,79,SMALL,0,0,SH
4041,24,post,PASSED,1:01:04:18,409,SMALL,0,0,SH
4042,24,post,PASSED,1:01:04:18,99,SMALL,0,0,SH
4043,24,post,PASSED,1:01:04:18,81,SMALL,0,0,SH
4044,24,post,PASSED,1:01:04:18,111,SMALL,0,0,SH
4045,24,post,PASSED,1:01:04:18,169,SMALL,0,0,SH
4046,24,post,PASSED,1:01:04:18,127,SMALL,0,0,SH
4047,24,post,PASSED,1:01:04:18,82,SMALL,0,0,SH
4048,24,post,PASSED,1:01:04:18,84,SMALL,0,0,SH
4049,24,post,PASSED,1:01:04:18,98,SMALL,0,0,SH
4050,24,post,PASSED,1:01:04:18,106,SMALL,0,0,SH
4051,24,post,PASSED,1:01:04:18,147,SMALL,0,0,SH
4052,13,post,PASSED,1:01:04:18,1119,SMALL,0,6,CC
4053,13,post,PASSED,1:01:04:18,1247,SMALL,0,5,CC
4054,24,post,PASSED,1:01:04:18,121,SMALL,0,0,SH
4055,24,post,PASSED,1:01:04:18,90,SMALL,0,0,SH
4056,24,post,PASSED,1:01:04:18,117,SMALL,0,0,SH
4057,24,post,PASSED,1:01:04:18,96,SMALL,0,0,SH
4058,24,post,PASSED,1:01:04:18,128,SMALL,0,0,SH
4059,24,post,PASSED,1:01:04:18,132,SMALL,0,0,SH
4060,24,post,PASSED,1:01:04:18,107,SMALL,0,0,SH
4061,24,post,PASSED,1:01:04:18,136,SMALL,0,0,SH
4062,24,post,PASSED,1:01:04:18,96,SMALL,0,0,SH
4063,24,post,PASSED,1:01:04:18,95,SMALL,0,0,SH
4064,24,post,PASSED,1:01:04:19,290,SMALL,0,0,SH
4065,24,post,PASSED,1:01:04:19,168,SMALL,0,0,SH
4066,24,post,PASSED,1:01:04:19,154,SMALL,0,0,SH
4067,24,post,PASSED,1:01:04:19,177,SMALL,0,0,SH
4068,14,post,PASSED,1:01:04:19,264852,LARGE,0,0,CC
4069,24,post,PASSED,1:01:04:19,114,SMALL,0,0,SH
4070,24,post,PASSED,1:01:04:19,111,SMALL,0,0,SH
4071,24,post,PASSED,1:01:04:19,106,SMALL,0,0,SH
4072,24,post,PASSED,1:01:04:19,149,SMALL,0,0,SH
4073,24,post,PASSED,1:01:04:19,111,SMALL,0,0,SH
4074,24,post,PASSED,1:01:04:19,119,SMALL,0,0,SH
4075,24,post,PASSED,1:01:04:19,115,SMALL,0,0,SH
4076,24,post,PASSED,1:01:04:19,153,SMALL,0,0,SH
4077,24,post,PASSED,1:01:04:19,156,SMALL,0,0,SH
4078,14,post,PASSED,1:01:04:19,2049,SMALL,0,0,CC
4079,24,post,PASSED,1:01:04:19,134,SMALL,0,0,SH
4080,13,post,PASSED,1:01:04:19,9827,SMALL,0,9,CC
4081,24,post,PASSED,1:01:04:19,333,SMALL,0,0,SH
4082,24,post,PASSED,1:01:04:19,169,SMALL,0,0,SH
4083,24,post,PASSED,1:01:04:19,101,SMALL,0,0,SH
4084,24,post,PASSED,1:01:04:19,145,SMALL,0,0,SH
4085,24,post,PASSED,1:01:04:19,130,SMALL,0,0,SH
4086,24,post,PASSED,1:01:04:19,130,SMALL,0,0,SH
4087,24,post,PASSED,1:01:04:19,137,SMALL,0,0,SH
4088,24,post,PASSED,1:01:04:19,111,SMALL,0,0,SH
4089,24,post,PASSED,1:01:04:19,154,SMALL,0,0,SH
4090,24,post,PASSED,1:01:04:19,94,SMALL,0,0,SH
4091,24,post,PASSED,1:01:04:19,130,SMALL,0,0,SH
4092,24,post,PASSED,1:01:04:19,141,SMALL,0,0,SH
4093,24,post,PASSED,1:01:04:19,131,SMALL,0,0,SH
4094,14,post,PASSED,1:01:04:19,419,MEDIUM,0,0,CC
4095,13,post,PASSED,1:01:04:19,7575,SMALL,0,10,CC
4096,24,post,PASSED,1:01:04:19,93,SMALL,0,0,SH
4097,13,post,PASSED,1:01:04:19,7397,SMALL,0,8,CC
4098,13,post,PASSED,1:01:04:19,7612,SMALL,0,7,CC
4099,13,post,PASSED,1:01:04:19,7778,SMALL,0,6,CC
4100,13,post,PASSED,1:01:04:19,7522,SMALL,0,5,CC
4101,13,post,PASSED,1:01:04:19,8917,SMALL,0,4,CC
4102,13,post,PASSED,1:01:04:19,7315,SMALL,0,2,CC
4103,13,post,PASSED,1:01:04:19,9491,SMALL,0,1,CC
4104,24,post,PASSED,1:01:04:19,430,SMALL,0,0,SH
4105,24,post,PASSED,1:01:04:19,115,SMALL,0,0,SH
4106,24,post,PASSED,1:01:04:19,110,SMALL,0,0,SH
4107,24,post,PASSED,1:01:04:19,122,SMALL,0,0,SH
4108,15,post,PASSED,1:01:04:19,14427,SMALL,0,0,CC
4109,13,post,PASSED,1:01:04:19,7060,SMALL,0,3,CC
4110,14,post,PASSED,1:01:04:19,70338,MEDIUM,0,0,CC
4111,14,post,PASSED,1:01:04:19,66658,MEDIUM,0,0,CC
4112,24,post,PASSED,1:01:04:19,192,SMALL,0,0,SH
4113,24,post,PASSED,1:01:04:19,156,SMALL,0,0,SH
4114,24,post,PASSED,1:01:04:19,103,SMALL,0,0,SH
4115,24,post,PASSED,1:01:04:19,122,SMALL,0,0,SH
4116,24,post,PASSED,1:01:04:19,156,SMALL,0,0,SH
4117,24,post,PASSED,1:01:04:19,106,SMALL,0,0,SH
4118,24,post,PASSED,1:01:04:19,152,SMALL,0,0,SH
4119,24,post,PASSED,1:01:04:19,162,SMALL,0,0,SH
4120,24,post,PASSED,1:01:04:19,188,SMALL,0,0,SH
